UKPRN,Provider name,Subject code,Subject,Question,Responses,Population,Option 1,Option 2,Option 3,Option 4,Positivity,Response Rate,Question Num,index1,Region
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How well were any changes to teaching on your course communicated?,54.0,81.0,18.0,26.0,10.0,0.0,81.5,70.4,Q18,249052,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How well have the IT resources and facilities supported your learning?,52.0,81.0,22.0,25.0,3.0,2.0,90.4,70.4,Q19,249053,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",56.0,81.0,34.0,18.0,2.0,2.0,92.9,70.4,Q20,249054,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",53.0,81.0,19.0,25.0,8.0,1.0,83.0,70.4,Q21,249055,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, To what extent do you get the right opportunities to give feedback on your course?,55.0,81.0,24.0,24.0,6.0,1.0,87.3,70.4,Q22,249056,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, To what extent are students' opinions about the course valued by staff?,55.0,81.0,20.0,26.0,8.0,1.0,83.6,70.4,Q23,249057,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How clear is it that students' feedback on the course is acted on?,55.0,81.0,14.0,22.0,16.0,3.0,65.5,70.4,Q24,249058,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How well does the students' union (association or guild) represent students' academic interests?,40.0,81.0,11.0,22.0,4.0,3.0,82.5,70.4,Q25,249059,UK
10007762,Glasgow Caledonian University,CAH17-01-08,Accounting, How well communicated was information about your university/college's mental wellbeing support services?,53.0,81.0,19.0,23.0,9.0,2.0,79.2,70.4,Q26,249060,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How good are teaching staff at explaining things?,7.0,10.0,2.5,4.5,0.0,0.0,100.0,70.0,Q01,249061,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How often do teaching staff make the subject engaging?,7.0,10.0,1.0,4.5,1.5,0.0,78.6,70.0,Q02,249062,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How often is the course intellectually stimulating?,7.0,10.0,1.5,3.5,2.0,0.0,71.4,70.0,Q03,249063,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How often does your course challenge you to achieve your best work?,7.0,10.0,1.5,5.0,0.0,0.5,92.9,70.0,Q04,249064,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, To what extent have you had the chance to explore ideas and concepts in depth?,7.0,10.0,2.0,3.5,1.5,0.0,78.6,70.0,Q05,249065,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,7.0,10.0,2.0,4.5,0.5,0.0,92.9,70.0,Q06,249066,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, To what extent have you had the chance to bring together information and ideas from different topics?,7.0,10.0,2.5,4.0,0.5,0.0,92.9,70.0,Q07,249067,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, To what extent does your course have the right balance of directed and independent study?,7.0,10.0,3.5,1.5,2.0,0.0,71.4,70.0,Q08,249068,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How well has your course developed your knowledge and skills that you think you will need for your future?,7.0,10.0,1.5,4.5,1.0,0.0,85.7,70.0,Q09,249069,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How clear were the marking criteria used to assess your work?,7.0,10.0,2.0,4.0,1.0,0.0,85.7,70.0,Q10,249070,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How fair has the marking and assessment been on your course?,7.0,10.0,0.5,5.5,1.0,0.0,85.7,70.0,Q11,249071,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How well have assessments allowed you to demonstrate what you have learned?,7.0,10.0,1.0,4.5,1.5,0.0,78.6,70.0,Q12,249072,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How often have you received assessment feedback on time?,7.0,10.0,1.0,4.0,1.0,1.0,71.4,70.0,Q13,249073,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How often does feedback help you to improve your work?,7.0,10.0,1.0,2.5,3.5,0.0,50.0,70.0,Q14,249074,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How easy was it to contact teaching staff when you needed to?,7.0,10.0,3.5,2.0,1.5,0.0,78.6,70.0,Q15,249075,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How well have teaching staff supported your learning?,7.0,10.0,2.0,4.5,0.5,0.0,92.9,70.0,Q16,249076,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How well organised is your course?,7.0,10.0,2.5,4.5,0.0,0.0,100.0,70.0,Q17,249077,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How well were any changes to teaching on your course communicated?,7.0,10.0,2.5,3.0,1.5,0.0,78.6,70.0,Q18,249078,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How well have the IT resources and facilities supported your learning?,6.5,10.0,1.5,5.0,0.0,0.0,100.0,70.0,Q19,249079,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",7.0,10.0,3.5,3.0,0.5,0.0,92.9,70.0,Q20,249080,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",6.0,10.0,2.0,4.0,0.0,0.0,100.0,70.0,Q21,249081,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, To what extent do you get the right opportunities to give feedback on your course?,7.0,10.0,3.0,3.5,0.0,0.5,92.9,70.0,Q22,249082,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, To what extent are students' opinions about the course valued by staff?,6.5,10.0,2.0,2.5,2.0,0.0,69.2,70.0,Q23,249083,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How clear is it that students' feedback on the course is acted on?,7.0,10.0,2.0,3.0,1.5,0.5,71.4,70.0,Q24,249084,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How well does the students' union (association or guild) represent students' academic interests?,6.5,10.0,2.5,1.5,2.5,0.0,61.5,70.0,Q25,249085,UK
10007762,Glasgow Caledonian University,CAH19-04-09,Others in language and area studies, How well communicated was information about your university/college's mental wellbeing support services?,7.0,10.0,1.5,4.0,1.0,0.5,78.6,70.0,Q26,249086,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How good are teaching staff at explaining things?,21.0,24.0,4.0,16.0,1.0,0.0,95.2,87.5,Q01,249087,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How often do teaching staff make the subject engaging?,21.0,24.0,4.0,15.0,2.0,0.0,90.5,87.5,Q02,249088,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How often is the course intellectually stimulating?,21.0,24.0,5.0,16.0,0.0,0.0,100.0,87.5,Q03,249089,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How often does your course challenge you to achieve your best work?,21.0,24.0,8.0,10.0,3.0,0.0,85.7,87.5,Q04,249090,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, To what extent have you had the chance to explore ideas and concepts in depth?,21.0,24.0,6.0,12.0,2.0,1.0,85.7,87.5,Q05,249091,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,21.0,24.0,4.0,14.0,3.0,0.0,85.7,87.5,Q06,249092,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, To what extent have you had the chance to bring together information and ideas from different topics?,21.0,24.0,6.0,11.0,4.0,0.0,81.0,87.5,Q07,249093,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, To what extent does your course have the right balance of directed and independent study?,21.0,24.0,8.0,6.0,7.0,0.0,66.7,87.5,Q08,249094,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How well has your course developed your knowledge and skills that you think you will need for your future?,21.0,24.0,12.0,7.0,1.0,1.0,90.5,87.5,Q09,249095,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How clear were the marking criteria used to assess your work?,21.0,24.0,2.0,13.0,5.0,1.0,71.4,87.5,Q10,249096,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How fair has the marking and assessment been on your course?,21.0,24.0,5.0,10.0,5.0,1.0,71.4,87.5,Q11,249097,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How well have assessments allowed you to demonstrate what you have learned?,21.0,24.0,5.0,15.0,1.0,0.0,95.2,87.5,Q12,249098,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How often have you received assessment feedback on time?,21.0,24.0,4.0,11.0,5.0,1.0,71.4,87.5,Q13,249099,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How often does feedback help you to improve your work?,21.0,24.0,2.0,16.0,3.0,0.0,85.7,87.5,Q14,249100,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How easy was it to contact teaching staff when you needed to?,21.0,24.0,5.0,12.0,4.0,0.0,81.0,87.5,Q15,249101,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How well have teaching staff supported your learning?,21.0,24.0,4.0,13.0,3.0,1.0,81.0,87.5,Q16,249102,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How well organised is your course?,21.0,24.0,1.0,6.0,13.0,1.0,33.3,87.5,Q17,249103,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How well were any changes to teaching on your course communicated?,21.0,24.0,0.0,6.0,14.0,1.0,28.6,87.5,Q18,249104,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How well have the IT resources and facilities supported your learning?,19.0,24.0,3.0,13.0,2.0,1.0,84.2,87.5,Q19,249105,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",21.0,24.0,7.0,14.0,0.0,0.0,100.0,87.5,Q20,249106,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",21.0,24.0,11.0,9.0,1.0,0.0,95.2,87.5,Q21,249107,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, To what extent do you get the right opportunities to give feedback on your course?,20.0,24.0,5.0,9.0,5.0,1.0,70.0,87.5,Q22,249108,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, To what extent are students' opinions about the course valued by staff?,21.0,24.0,1.0,14.0,5.0,1.0,71.4,87.5,Q23,249109,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How clear is it that students' feedback on the course is acted on?,21.0,24.0,1.0,5.0,13.0,2.0,28.6,87.5,Q24,249110,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How well does the students' union (association or guild) represent students' academic interests?,18.0,24.0,1.0,12.0,5.0,0.0,72.2,87.5,Q25,249111,UK
10007762,Glasgow Caledonian University,CAH24-01-04,Journalism, How well communicated was information about your university/college's mental wellbeing support services?,21.0,24.0,4.0,9.0,8.0,0.0,61.9,87.5,Q26,249112,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How good are teaching staff at explaining things?,53.0,70.0,17.0,33.0,2.0,1.0,94.3,75.7,Q01,249113,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How often do teaching staff make the subject engaging?,53.0,70.0,8.0,38.0,7.0,0.0,86.8,75.7,Q02,249114,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How often is the course intellectually stimulating?,53.0,70.0,11.0,32.0,10.0,0.0,81.1,75.7,Q03,249115,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How often does your course challenge you to achieve your best work?,53.0,70.0,20.0,28.0,5.0,0.0,90.6,75.7,Q04,249116,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, To what extent have you had the chance to explore ideas and concepts in depth?,53.0,70.0,16.0,30.0,7.0,0.0,86.8,75.7,Q05,249117,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,53.0,70.0,13.0,30.0,10.0,0.0,81.1,75.7,Q06,249118,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, To what extent have you had the chance to bring together information and ideas from different topics?,53.0,70.0,20.0,26.0,7.0,0.0,86.8,75.7,Q07,249119,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, To what extent does your course have the right balance of directed and independent study?,53.0,70.0,12.0,28.0,10.0,3.0,75.5,75.7,Q08,249120,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How well has your course developed your knowledge and skills that you think you will need for your future?,53.0,70.0,12.0,27.0,13.0,1.0,73.6,75.7,Q09,249121,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How clear were the marking criteria used to assess your work?,53.0,70.0,19.0,26.0,8.0,0.0,84.9,75.7,Q10,249122,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How fair has the marking and assessment been on your course?,52.0,70.0,13.0,33.0,6.0,0.0,88.5,75.7,Q11,249123,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How well have assessments allowed you to demonstrate what you have learned?,53.0,70.0,14.0,32.0,7.0,0.0,86.8,75.7,Q12,249124,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How often have you received assessment feedback on time?,53.0,70.0,24.0,21.0,6.0,2.0,84.9,75.7,Q13,249125,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How often does feedback help you to improve your work?,53.0,70.0,15.0,26.0,12.0,0.0,77.4,75.7,Q14,249126,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How easy was it to contact teaching staff when you needed to?,53.0,70.0,20.0,23.0,8.0,2.0,81.1,75.7,Q15,249127,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How well have teaching staff supported your learning?,52.0,70.0,15.0,32.0,5.0,0.0,90.4,75.7,Q16,249128,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How well organised is your course?,53.0,70.0,8.0,30.0,11.0,4.0,71.7,75.7,Q17,249129,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How well were any changes to teaching on your course communicated?,53.0,70.0,17.0,22.0,12.0,2.0,73.6,75.7,Q18,249130,UK
10007762,Glasgow Caledonian University,CAH24-01-05,Media studies, How well have the IT resources and facilities supported your learning?,50.0,70.0,18.0,22.0,8.0,2.0,80.0,75.7,Q19,249131,UK
